customer_id,age,tenure_months,region,gender,plan_tier,num_products,primary_product,days_since_last_login,login_frequency_30d,feature_adoption_rate,product_changes_6m,mobile_app_user,monthly_spend_avg,monthly_spend_current,spend_trend,spend_volatility,num_txns_6m,sentiment_score,sentiment_trend,nps_score,complaint_count_6m,support_interactions_6m,escalated_support,contract_type,discount_applied,auto_renewal_enabled,referral_source,payment_failures_6m,churn
30902,34,32,EU,Male,Standard,4,Premiere,3,13,0.074,1,1,25.53,28.85,1,0.1767,30,54.9,1,-35,1,0,0,monthly,0,1,Social,0,0
30903,51,102,US,Female,Basic,1,Photoshop,1,11,0.6215,0,1,57.11,67.76,1,0.1705,40,69.0,1,-25,1,1,0,monthly,1,1,Social,1,0
30904,41,3,US,Male,Basic,1,Photoshop,1,18,0.5718,2,1,64.93,67.18,0,0.5538,41,41.1,-1,24,1,0,0,annual,0,1,Paid,0,0
30905,32,41,APAC,Male,Standard,2,After Effects,6,11,0.4504,2,1,618.44,633.35,0,0.1505,20,66.6,0,21,0,4,0,annual,0,1,Paid,1,0
30906,44,11,US,Female,Standard,1,Premiere,27,3,0.2346,1,1,421.37,387.36,0,0.3205,25,40.2,-1,39,0,4,0,annual,0,1,Paid,0,0
30907,32,11,LATAM,Female,Premium,2,Illustrator,2,15,0.4328,2,0,54.72,55.17,0,0.1432,27,56.7,1,56,1,2,0,annual,0,1,Organic,2,0
30908,34,28,US,Female,Standard,4,After Effects,0,18,0.597,0,0,52.14,49.89,0,0.1656,35,28.9,1,-31,2,0,0,annual,0,1,Organic,0,0
30909,21,94,EU,Non-binary,Premium,4,Photoshop,0,12,0.4742,0,1,115.33,115.87,0,0.1579,23,46.4,-1,-26,0,2,0,annual,0,1,Referral,0,0
30910,35,9,EU,Female,Standard,3,Illustrator,39,9,0.2422,0,1,116.78,113.2,0,0.364,33,63.8,-1,-17,1,2,0,monthly,0,1,Paid,2,0
30911,48,120,US,Male,Standard,1,Photoshop,1,9,0.535,0,0,78.21,81.03,0,0.653,36,22.8,1,-35,3,1,0,monthly,0,0,Paid,0,0
30912,42,3,APAC,Male,Standard,4,After Effects,9,12,0.5108,1,0,494.5,470.77,0,0.272,36,82.2,-1,1,0,3,0,annual,0,1,Paid,0,0
30913,67,101,APAC,Male,Basic,3,Illustrator,16,11,0.4052,2,1,411.87,458.44,1,0.4168,30,81.2,1,18,0,0,0,annual,0,1,Paid,0,0
30914,78,1,EU,Female,Basic,4,Photoshop,3,10,0.3597,1,1,145.6,142.83,0,0.2626,25,74.7,1,36,1,1,0,annual,1,1,Paid,0,0
30915,35,6,EU,Female,Premium,1,Premiere,1,9,0.2943,1,0,23.84,19.86,-1,0.2576,29,53.1,0,-5,1,2,0,annual,0,1,Social,1,0
30916,30,120,EU,Male,Standard,2,After Effects,1,12,0.0534,1,1,80.5,90.98,1,0.3326,31,42.1,0,38,0,1,1,annual,0,1,Organic,2,0
30917,57,11,US,Female,Standard,1,Photoshop,6,9,0.3902,0,0,214.97,241.54,1,0.4301,24,90.6,0,37,0,6,0,annual,0,1,Referral,0,0
30918,46,1,LATAM,Male,Standard,4,Premiere,1,11,0.1559,0,1,132.29,131.92,0,0.1077,31,46.3,0,10,1,3,0,annual,0,1,Organic,1,0
30919,57,77,APAC,Male,Standard,2,Illustrator,18,15,0.1587,1,1,66.69,67.17,-1,0.3617,26,62.0,-1,-38,0,1,0,monthly,0,1,Social,1,0
30920,47,88,EU,Male,Standard,2,Premiere,8,14,0.1969,0,0,151.63,152.08,0,0.0928,34,54.1,-1,-13,0,2,0,annual,0,1,Paid,1,0
30921,39,49,APAC,Female,Standard,7,After Effects,1,15,0.2502,1,0,92.68,96.02,0,0.2354,37,35.7,0,40,0,3,1,annual,0,1,Paid,0,1
30922,39,101,LATAM,Female,Basic,1,Premiere,3,14,0.2046,0,1,532.95,570.21,0,0.4368,20,54.6,0,-50,1,1,1,monthly,0,1,Paid,0,1
30923,48,11,US,Male,Standard,2,Premiere,2,14,0.3047,1,1,64.66,62.84,0,0.3168,30,69.8,-1,-48,0,3,1,monthly,0,1,Organic,0,1
30924,39,37,US,Male,Basic,2,Premiere,2,7,0.2418,2,0,65.46,69.19,0,0.1514,40,56.3,0,-15,0,1,0,annual,0,1,Referral,0,0
30925,59,48,US,Female,Standard,2,Illustrator,1,12,0.3359,2,1,161.36,146.23,0,0.3812,27,75.0,0,-52,1,1,0,annual,0,1,Social,1,0
30926,23,120,EU,Female,Premium,5,Premiere,3,13,0.1651,1,1,32.51,32.09,0,0.185,25,89.1,1,9,0,2,0,annual,0,1,Referral,0,0
30927,58,82,LATAM,Female,Premium,2,Illustrator,25,6,0.1904,0,1,248.0,233.48,0,0.2318,31,43.3,-1,-9,1,1,0,annual,0,1,Paid,2,0
30928,18,2,US,Male,Standard,2,Photoshop,9,10,0.4037,2,1,207.77,210.98,0,0.1044,28,49.3,1,-11,2,2,0,annual,0,1,Paid,0,0
30929,44,14,LATAM,Male,Premium,5,Photoshop,5,12,0.0492,0,0,37.56,44.61,1,0.3727,26,62.6,0,-9,2,1,0,annual,1,1,Paid,0,0
30930,37,34,US,Non-binary,Basic,4,Illustrator,9,10,0.3771,1,1,54.28,54.55,0,0.1878,34,84.9,0,43,0,2,0,annual,0,1,Paid,0,0
30931,20,69,EU,Male,Premium,1,Illustrator,0,18,0.2392,0,0,389.27,446.88,1,0.0797,22,62.5,1,-16,1,3,0,annual,0,1,Organic,0,0
30932,18,11,EU,Male,Standard,1,Premiere,9,6,0.0323,1,0,234.71,259.83,0,0.2394,26,74.9,1,-24,0,3,0,monthly,0,1,Organic,0,0
30933,26,1,US,Male,Standard,4,Premiere,15,11,0.1952,1,1,64.23,60.39,0,0.1409,34,54.6,-1,-39,0,2,1,annual,0,1,Paid,1,0
30934,42,7,US,Female,Basic,4,Illustrator,9,12,0.5255,0,0,105.4,101.15,0,0.2703,20,56.4,-1,-59,0,1,0,annual,0,1,Organic,1,0
30935,33,19,EU,Female,Standard,1,Photoshop,13,9,0.5431,2,1,65.12,55.95,-1,0.1049,23,61.1,0,-11,3,2,0,monthly,0,1,Organic,1,0
30936,27,2,LATAM,Female,Basic,2,Illustrator,3,11,0.105,3,0,581.54,519.18,-1,0.1768,27,71.0,-1,15,0,3,0,monthly,1,1,Organic,0,0
30937,60,1,APAC,Male,Standard,4,Audition,0,9,0.2006,1,1,338.2,281.75,-1,0.1977,34,49.5,-1,32,0,0,0,monthly,0,1,Paid,0,1
30938,24,18,EU,Male,Basic,3,InDesign,12,10,0.2483,1,0,80.52,82.5,0,0.1301,22,42.1,1,22,0,5,0,annual,0,1,Referral,0,0
30939,51,37,US,Male,Standard,2,Photoshop,5,9,0.3089,2,0,337.81,372.17,1,0.2842,33,61.2,0,-32,1,2,0,annual,0,1,Referral,0,0
30940,29,44,US,Female,Standard,5,Premiere,1,13,0.4812,1,0,186.46,203.66,0,0.5535,32,68.5,-1,81,0,2,0,annual,0,0,Organic,0,0
30941,26,27,EU,Male,Standard,1,Premiere,4,5,0.1643,2,1,28.1,33.77,1,0.2066,37,43.9,-1,37,0,3,0,annual,1,1,Paid,0,0
30942,33,20,US,Male,Basic,4,Photoshop,3,4,0.1534,1,1,170.58,134.51,-1,0.5097,35,50.8,-1,-22,0,0,0,annual,1,1,Referral,0,0
30943,50,1,EU,Female,Basic,4,InDesign,11,7,0.6614,1,1,92.72,82.26,-1,0.298,30,71.0,0,3,1,1,0,annual,0,1,Paid,0,0
30944,22,10,LATAM,Female,Standard,1,InDesign,3,10,0.1528,0,1,62.66,62.86,0,0.2918,24,65.4,-1,61,1,1,0,annual,1,0,Paid,0,0
30945,46,39,EU,Female,Basic,1,Photoshop,2,6,0.1218,2,1,38.9,43.77,1,0.1068,31,48.0,1,59,2,1,0,annual,1,1,Social,0,1
30946,28,21,EU,Non-binary,Basic,3,Photoshop,13,13,0.4175,2,0,19.84,20.43,0,0.1855,32,54.4,1,-45,1,2,1,annual,0,1,Referral,0,1
30947,31,11,EU,Female,Premium,1,Premiere,0,12,0.0825,0,1,198.28,188.52,0,0.0666,29,80.2,1,93,0,5,0,annual,0,1,Organic,0,0
30948,47,9,APAC,Female,Basic,3,Photoshop,5,14,0.4147,3,1,317.75,359.2,1,0.5677,37,53.5,1,-25,0,2,0,annual,0,1,Referral,0,1
30949,72,1,LATAM,Female,Premium,5,InDesign,0,15,0.2352,0,0,31.07,38.39,1,0.2001,29,77.8,1,0,0,4,0,monthly,0,1,Organic,0,0
30950,29,62,LATAM,Female,Standard,6,After Effects,1,12,0.1704,1,1,234.67,197.04,-1,0.0825,30,50.7,0,-25,0,1,1,monthly,0,1,Referral,0,0
30951,52,75,EU,Female,Premium,1,Illustrator,13,7,0.0943,0,0,88.78,75.0,-1,0.2261,28,60.0,-1,0,0,2,0,monthly,0,1,Paid,0,1
30952,37,16,US,Male,Standard,4,After Effects,4,9,0.501,1,0,55.44,48.14,-1,0.3856,30,63.1,0,40,0,2,1,monthly,0,1,Paid,0,0
30953,35,43,EU,Female,Premium,4,Photoshop,2,10,0.3008,0,0,16.81,17.28,0,0.17,33,64.0,-1,-4,0,0,0,annual,1,1,Paid,0,0
30954,56,2,US,Male,Basic,5,Photoshop,3,12,0.4505,0,0,90.92,100.29,1,0.3376,21,56.6,0,-44,2,4,0,annual,0,1,Paid,0,0
30955,30,79,US,Female,Basic,9,Illustrator,9,13,0.4683,0,1,12.91,13.18,0,0.1805,27,59.9,1,-31,0,1,1,annual,0,1,Referral,0,0
30956,25,85,APAC,Female,Basic,2,Premiere,8,12,0.1735,0,1,114.07,108.03,0,0.1657,27,86.0,1,21,0,1,0,annual,0,1,Paid,1,0
30957,48,6,APAC,Female,Premium,1,Photoshop,14,9,0.3395,1,1,239.95,236.63,0,0.2603,25,67.7,-1,-45,1,3,0,monthly,0,1,Organic,0,0
30958,64,54,US,Male,Basic,2,Premiere,2,11,0.1416,1,1,68.26,68.45,0,0.1273,25,31.5,0,-57,1,3,1,annual,0,1,Referral,2,1
30959,52,23,EU,Female,Standard,5,Photoshop,11,16,0.3218,1,0,14.57,14.1,0,0.165,29,46.0,1,24,1,0,0,monthly,0,1,Organic,0,0
30960,22,41,US,Male,Standard,2,InDesign,5,8,0.3261,1,0,108.63,132.25,1,0.2955,40,81.6,1,-22,1,4,0,monthly,1,1,Organic,1,0
30961,33,23,APAC,Male,Premium,5,Premiere,0,11,0.2438,1,0,41.15,45.69,1,0.3012,33,94.7,-1,60,1,1,0,annual,1,1,Social,0,0
30962,55,2,US,Female,Basic,2,Illustrator,3,9,0.1307,2,1,28.91,29.8,0,0.0919,22,16.4,-1,-17,2,0,0,annual,0,1,Social,0,0
30963,64,65,EU,Non-binary,Standard,4,Illustrator,5,13,0.3267,1,1,65.51,71.89,0,0.2077,29,72.1,1,49,0,2,0,annual,0,1,Organic,0,0
30964,45,3,LATAM,Male,Basic,1,Premiere,3,10,0.1601,1,1,35.29,37.52,1,0.2449,31,88.5,1,39,0,0,0,annual,0,0,Organic,0,0
30965,33,16,US,Female,Premium,2,After Effects,1,14,0.6298,1,1,17.68,15.3,-1,0.0678,30,52.9,0,-13,0,2,0,annual,0,1,Social,0,0
30966,65,120,APAC,Female,Premium,1,After Effects,5,10,0.1793,1,0,100.06,78.84,-1,0.3929,38,80.9,0,94,0,2,1,annual,0,1,Organic,0,0
30967,40,20,US,Male,Basic,3,InDesign,22,7,0.23,1,0,17.63,16.58,0,0.1967,28,60.0,1,-34,0,4,0,monthly,0,1,Paid,0,0
30968,33,61,US,Female,Standard,1,Photoshop,5,11,0.4585,0,0,47.23,56.84,1,0.3867,38,41.3,0,36,1,3,0,annual,0,0,Paid,1,0
30969,31,6,US,Non-binary,Premium,2,Illustrator,2,18,0.1192,0,1,134.77,137.75,0,0.1125,17,67.6,0,-16,0,2,0,monthly,0,1,Paid,0,0
30970,25,63,APAC,Female,Basic,2,InDesign,8,12,0.6077,1,1,439.46,366.46,-1,0.0695,29,58.4,-1,-57,0,3,0,monthly,1,1,Referral,0,0
30971,80,22,US,Female,Standard,2,Photoshop,6,9,0.149,0,1,57.59,51.84,-1,0.3907,26,88.3,0,-14,1,2,0,annual,1,1,Organic,0,0
30972,61,25,LATAM,Female,Premium,2,Illustrator,8,7,0.142,0,0,176.02,166.56,0,0.3775,35,34.3,1,16,1,2,0,annual,0,1,Social,2,1
30973,32,120,US,Male,Standard,1,After Effects,1,12,0.3638,1,1,16.21,14.03,-1,0.0858,29,54.6,0,-2,0,4,1,annual,0,1,Organic,0,0
30974,66,78,APAC,Male,Standard,4,Photoshop,2,6,0.1232,0,0,253.92,289.93,1,0.1071,40,42.0,0,10,1,0,0,annual,0,1,Organic,0,0
30975,49,15,APAC,Male,Basic,3,Photoshop,0,15,0.17,2,0,506.78,534.22,0,0.2757,34,65.3,0,24,0,6,0,monthly,1,1,Organic,0,0
30976,48,107,US,Female,Standard,1,Illustrator,7,13,0.123,1,1,46.64,49.4,0,0.1138,33,46.5,1,-30,1,0,1,annual,0,1,Organic,1,0
30977,31,3,US,Female,Premium,1,Premiere,15,10,0.1249,0,1,347.0,347.68,0,0.0731,25,75.5,-1,55,0,2,0,annual,0,1,Paid,1,0
30978,34,1,US,Male,Premium,1,Audition,10,7,0.1426,1,1,107.08,107.22,0,0.3567,34,60.4,1,-60,1,1,0,annual,1,1,Organic,1,0
30979,41,27,US,Female,Standard,1,Photoshop,12,6,0.6158,1,0,80.25,82.11,0,0.1535,31,27.4,0,4,1,0,1,annual,0,1,Paid,0,0
30980,18,52,EU,Male,Standard,3,Photoshop,0,14,0.3565,4,0,230.85,246.45,0,0.3874,17,59.2,0,-61,0,0,0,annual,1,1,Paid,1,0
30981,35,8,EU,Female,Standard,6,Photoshop,4,14,0.3337,1,1,441.74,524.42,1,0.1645,33,88.9,0,5,0,0,0,annual,0,1,Referral,1,0
30982,42,3,EU,Male,Premium,1,InDesign,7,7,0.5562,2,1,338.23,352.04,0,0.1899,39,73.8,0,51,0,1,0,annual,0,1,Paid,0,0
30983,60,67,US,Male,Standard,1,Photoshop,3,15,0.236,0,0,73.08,70.1,-1,0.1941,30,85.5,-1,47,0,3,0,annual,1,1,Referral,0,0
30984,33,120,APAC,Male,Standard,1,Premiere,13,14,0.1116,0,1,103.53,108.29,0,0.3672,21,51.9,-1,71,0,2,0,annual,0,1,Social,1,0
30985,53,42,EU,Female,Standard,1,Illustrator,3,12,0.1577,1,0,118.21,119.31,0,0.0927,26,23.7,1,6,2,3,0,annual,1,1,Organic,0,1
30986,18,120,EU,Female,Standard,2,Premiere,10,6,0.1222,0,0,85.99,89.93,0,0.2673,38,32.9,0,90,0,2,0,annual,1,1,Organic,0,0
30987,58,64,EU,Female,Basic,5,InDesign,4,13,0.6128,2,0,75.11,70.65,0,0.2186,33,63.3,0,-35,0,2,1,monthly,0,1,Referral,0,0
30988,29,10,US,Male,Standard,6,After Effects,8,13,0.2426,0,0,217.08,229.98,0,0.1877,23,52.6,1,41,1,2,0,annual,0,1,Paid,0,0
30989,43,4,LATAM,Female,Premium,5,After Effects,18,4,0.2319,1,0,284.51,285.91,0,0.1788,26,60.0,1,13,1,0,0,annual,0,1,Paid,0,0
30990,47,59,APAC,Female,Basic,3,Photoshop,9,16,0.3998,1,1,114.74,118.26,0,0.5654,31,65.7,1,17,0,0,0,annual,0,1,Organic,0,0
30991,44,38,LATAM,Male,Basic,3,Premiere,16,8,0.698,1,0,60.1,58.12,-1,0.3519,25,74.2,0,71,0,3,0,annual,0,0,Organic,0,0
30992,40,60,APAC,Male,Standard,3,Photoshop,10,15,0.0734,0,0,90.24,89.21,0,0.0751,38,81.0,-1,-15,1,0,0,annual,0,1,Social,0,0
30993,24,45,EU,Female,Standard,3,Illustrator,0,13,0.2233,0,1,141.52,128.27,-1,0.2067,39,52.0,1,-28,1,3,0,annual,0,1,Organic,0,0
30994,29,25,EU,Female,Standard,2,Photoshop,3,18,0.6924,0,0,11.61,11.83,1,0.402,28,68.4,1,41,0,0,0,annual,0,1,Organic,0,0
30995,55,101,APAC,Male,Standard,1,InDesign,12,10,0.1809,1,1,16.73,19.87,1,0.1504,26,63.9,1,60,0,1,0,annual,1,1,Organic,1,0
30996,33,50,EU,Male,Standard,2,Photoshop,2,11,0.1638,1,1,56.52,57.11,0,0.2893,26,82.1,-1,-42,0,1,0,annual,1,1,Organic,0,0
30997,40,1,EU,Male,Premium,3,Photoshop,5,20,0.4871,0,0,124.38,130.26,0,0.229,30,65.2,1,23,0,1,0,monthly,0,1,Referral,0,0
30998,21,43,US,Female,Premium,2,After Effects,24,6,0.4755,2,1,83.09,121.45,1,0.5224,32,100.0,1,42,0,1,0,annual,0,1,Social,0,0
30999,54,28,US,Male,Basic,1,Premiere,16,9,0.5714,0,1,59.65,57.57,0,0.1819,27,73.4,1,51,0,2,0,annual,0,1,Social,0,0
31000,23,5,APAC,Male,Standard,1,Photoshop,7,8,0.4827,0,1,192.54,179.89,0,0.3658,35,46.4,1,11,0,5,0,monthly,0,1,Organic,0,0
31001,54,20,EU,Male,Standard,2,After Effects,1,15,0.2463,3,1,157.98,163.64,0,0.0792,24,59.4,1,-36,1,0,0,annual,0,0,Organic,0,0
31002,27,26,APAC,Male,Basic,2,After Effects,0,11,0.3095,0,1,26.01,29.07,1,0.1063,38,53.3,1,39,2,3,0,monthly,0,1,Organic,0,0
31003,56,22,EU,Female,Standard,3,Photoshop,2,9,0.2495,0,0,341.8,395.37,1,0.2584,35,63.1,1,17,0,0,0,monthly,0,1,Paid,1,0
31004,42,20,US,Male,Standard,2,Premiere,2,18,0.2682,2,0,190.48,199.46,0,0.2531,25,57.2,0,48,0,3,0,annual,0,1,Social,0,0
31005,34,35,LATAM,Female,Premium,3,Illustrator,5,14,0.1113,1,1,240.33,276.36,1,0.0643,34,92.2,-1,63,0,3,0,annual,1,1,Paid,1,0
31006,64,38,US,Male,Premium,3,Illustrator,9,10,0.5891,0,0,128.58,120.92,0,0.2143,31,100.0,0,33,0,4,0,annual,1,1,Organic,0,0
31007,41,43,APAC,Male,Basic,3,Premiere,11,15,0.2158,0,1,87.21,76.25,-1,0.4151,26,60.4,1,-14,2,1,0,annual,0,1,Paid,1,0
31008,36,51,EU,Female,Basic,2,After Effects,9,4,0.3083,1,0,103.43,103.9,0,0.0771,27,76.3,0,31,1,0,0,monthly,0,1,Referral,0,0
31009,54,64,US,Male,Premium,3,InDesign,4,19,0.524,0,1,42.27,42.43,0,0.1428,28,67.6,0,65,0,3,0,monthly,0,1,Organic,1,0
31010,21,30,APAC,Female,Standard,2,InDesign,6,13,0.5824,2,0,398.32,458.05,1,0.1686,25,81.6,0,-23,0,3,1,annual,1,1,Social,0,0
31011,18,2,US,Female,Basic,2,Illustrator,11,8,0.211,0,0,68.06,66.53,0,0.1256,27,32.8,1,37,0,1,0,annual,0,1,Organic,0,0
31012,58,16,US,Female,Basic,3,Photoshop,2,11,0.3569,4,0,13.55,13.38,0,0.1998,24,90.8,-1,43,1,1,0,annual,1,1,Organic,1,0
31013,30,1,EU,Male,Basic,4,Premiere,16,12,0.0915,2,1,11.47,11.55,0,0.3072,23,66.4,0,12,0,1,0,annual,1,1,Social,0,0
31014,54,32,US,Male,Basic,2,Illustrator,35,7,0.2563,0,0,111.68,120.81,0,0.2659,22,39.2,-1,-37,2,0,1,monthly,1,0,Referral,0,1
31015,42,120,US,Female,Premium,2,Premiere,2,11,0.3425,0,0,175.57,150.9,-1,0.2381,26,64.1,-1,-71,3,0,0,monthly,0,1,Paid,0,0
31016,25,63,US,Female,Standard,1,Premiere,6,7,0.2227,0,1,378.65,317.98,-1,0.1887,32,93.9,-1,-11,0,2,0,annual,0,1,Referral,0,0
31017,50,23,US,Female,Basic,4,InDesign,1,16,0.3426,1,1,808.74,665.54,-1,0.2338,31,43.6,0,-14,0,0,0,monthly,0,1,Organic,0,1
31018,36,44,US,Female,Basic,3,InDesign,0,11,0.7084,1,1,10.22,10.16,0,0.2159,29,91.2,-1,10,0,3,0,annual,0,1,Organic,0,0
31019,26,48,US,Female,Standard,4,InDesign,9,10,0.1007,0,0,49.51,41.24,-1,0.2637,29,74.3,-1,23,0,2,0,annual,1,1,Paid,0,0
31020,27,32,EU,Female,Standard,3,Photoshop,0,10,0.5041,1,0,37.38,37.64,0,0.0988,36,64.1,1,-63,0,2,1,annual,1,1,Organic,0,0
31021,18,78,EU,Male,Basic,2,Photoshop,5,11,0.3453,1,0,79.07,72.4,0,0.3654,26,78.3,1,0,0,1,0,annual,0,0,Paid,0,1
31022,47,13,EU,Female,Standard,6,Photoshop,13,6,0.4853,0,1,135.93,157.8,1,0.0642,25,73.5,1,27,0,2,0,annual,0,1,Organic,0,0
31023,28,40,EU,Female,Basic,1,Illustrator,1,13,0.6922,1,0,61.94,75.72,1,0.2952,39,84.5,1,50,1,3,0,monthly,0,1,Referral,0,0
31024,41,2,APAC,Female,Premium,4,Premiere,13,15,0.2359,1,0,32.83,28.78,-1,0.1298,24,27.2,-1,-38,1,0,1,monthly,1,1,Paid,0,1
31025,39,5,APAC,Male,Standard,3,Photoshop,12,5,0.208,1,0,125.98,103.44,-1,0.3139,33,30.3,-1,-54,1,0,1,monthly,0,1,Referral,0,1
31026,28,100,EU,Male,Basic,1,Illustrator,8,13,0.1644,0,0,70.95,79.53,1,0.3723,33,69.4,0,-28,0,2,0,annual,0,0,Organic,0,0
31027,20,28,APAC,Female,Standard,5,Illustrator,14,11,0.4691,0,1,14.03,16.26,1,0.1535,28,52.7,0,-24,1,1,0,monthly,0,1,Organic,0,0
31028,77,50,LATAM,Male,Standard,3,Photoshop,17,6,0.2185,1,0,521.24,415.76,-1,0.1773,37,59.9,-1,90,0,3,0,annual,0,1,Social,0,0
31029,41,73,EU,Female,Basic,3,Illustrator,11,11,0.0665,2,0,39.56,47.21,0,0.6696,29,50.3,1,21,1,1,0,annual,0,0,Paid,0,0
31030,67,97,US,Male,Basic,1,Premiere,2,7,0.6448,1,0,103.54,82.77,-1,0.5717,30,68.3,-1,-36,1,0,0,annual,0,1,Referral,0,0
31031,58,3,EU,Female,Standard,3,Photoshop,1,17,0.2977,0,1,89.22,97.03,1,0.2358,23,96.3,1,16,0,1,0,monthly,0,1,Paid,0,0
31032,37,43,US,Female,Standard,2,After Effects,5,9,0.03,1,1,83.96,105.05,1,0.1917,33,57.5,0,8,0,0,0,annual,0,1,Organic,0,0
31033,44,35,APAC,Female,Basic,4,Audition,4,13,0.2477,1,1,164.67,170.79,0,0.2756,29,59.4,0,13,1,0,0,monthly,0,1,Referral,0,0
31034,44,32,US,Female,Standard,1,Photoshop,11,4,0.3905,1,1,68.72,78.96,1,0.2477,34,70.3,1,-5,1,1,0,annual,0,0,Organic,0,0
31035,67,5,EU,Male,Standard,4,Photoshop,1,6,0.0714,1,1,222.93,183.4,-1,0.3068,26,65.3,0,22,0,2,0,annual,1,1,Referral,0,0
31036,53,53,LATAM,Male,Standard,3,After Effects,3,11,0.062,0,0,36.82,33.02,0,0.5293,24,38.0,1,56,1,3,1,annual,1,1,Paid,0,0
31037,30,13,APAC,Male,Standard,1,InDesign,3,10,0.2074,0,1,208.26,183.77,-1,0.1758,37,53.2,0,-42,2,2,0,annual,0,1,Organic,0,1
31038,46,9,US,Female,Basic,4,Illustrator,0,9,0.1912,1,1,126.06,124.22,0,0.1031,24,25.7,1,-33,1,1,0,annual,0,1,Social,0,0
31039,53,44,US,Female,Standard,6,Premiere,6,10,0.375,1,1,82.59,71.78,-1,0.1915,23,70.2,0,98,0,0,0,annual,1,1,Paid,0,0
31040,25,8,US,Female,Premium,1,Illustrator,1,5,0.3892,1,1,140.58,136.04,0,0.314,34,38.8,1,96,0,1,0,monthly,0,1,Paid,0,0
31041,48,24,US,Female,Standard,2,After Effects,7,15,0.3352,2,0,118.39,127.21,1,0.3055,21,73.6,0,24,1,2,0,monthly,1,1,Organic,3,0
31042,60,13,US,Male,Basic,5,Photoshop,9,10,0.3918,1,1,479.22,498.83,0,0.135,27,38.4,-1,-48,1,1,1,annual,0,1,Paid,1,1
31043,29,62,EU,Non-binary,Standard,3,InDesign,2,16,0.2168,0,1,59.36,57.13,0,0.203,27,72.5,-1,15,0,1,0,monthly,0,1,Referral,0,1
31044,31,111,US,Female,Basic,3,Photoshop,10,12,0.1168,0,0,108.06,91.78,-1,0.793,29,82.2,0,36,0,3,0,annual,0,1,Paid,1,0
31045,58,62,US,Male,Basic,1,InDesign,22,8,0.3881,0,0,46.39,47.87,0,0.1049,33,72.8,0,-23,1,3,0,annual,0,0,Paid,0,0
31046,37,18,APAC,Male,Standard,3,Premiere,1,23,0.4894,1,0,10.72,10.0,-1,0.1347,22,82.1,0,24,0,2,0,monthly,0,1,Organic,1,0
31047,28,6,EU,Female,Standard,1,Illustrator,1,10,0.5497,1,1,23.51,23.09,0,0.2983,21,100.0,0,100,0,0,0,annual,0,1,Referral,1,0
31048,54,43,APAC,Male,Premium,2,After Effects,1,15,0.0827,0,1,364.52,417.89,1,0.0973,23,94.4,1,37,0,3,0,annual,1,0,Paid,0,0
31049,50,84,EU,Male,Standard,1,Photoshop,7,19,0.4134,0,0,23.46,24.68,0,0.2116,33,61.5,-1,26,1,1,0,annual,0,1,Organic,0,0
31050,43,18,US,Female,Basic,3,Photoshop,5,9,0.4584,1,0,99.16,102.31,0,0.3944,25,68.7,1,-6,0,3,0,monthly,0,1,Paid,0,0
31051,57,1,US,Male,Standard,2,Premiere,28,8,0.2429,2,1,41.13,41.67,0,0.3209,28,43.9,1,0,0,1,0,annual,1,1,Paid,0,1
31052,58,4,APAC,Female,Premium,2,Photoshop,37,0,0.2709,1,1,168.51,140.3,-1,0.1966,32,54.2,-1,-39,1,0,0,annual,0,1,Organic,0,0
31053,40,17,LATAM,Male,Standard,4,Photoshop,9,10,0.3268,3,1,14.52,16.56,0,0.6451,38,44.2,0,15,1,1,1,annual,0,1,Paid,1,0
31054,69,24,EU,Male,Standard,3,Premiere,6,11,0.7268,1,1,284.55,335.66,1,0.3953,25,78.0,1,45,0,1,0,monthly,0,1,Social,0,0
31055,64,12,EU,Female,Premium,2,InDesign,1,17,0.3576,2,0,208.51,228.65,1,0.1429,34,74.0,0,12,1,0,0,annual,0,1,Organic,0,0
31056,18,24,US,Male,Standard,3,Premiere,5,7,0.102,0,1,137.9,149.54,0,0.2185,45,46.4,0,38,3,3,0,annual,1,1,Paid,0,1
31057,27,114,EU,Female,Standard,4,After Effects,4,15,0.5602,0,0,200.77,209.31,0,0.1255,32,72.9,1,60,0,3,0,annual,0,1,Social,0,0
31058,18,2,US,Female,Standard,1,Photoshop,0,11,0.2646,0,1,219.3,229.28,0,0.2713,30,75.8,0,20,1,0,0,annual,0,1,Organic,0,0
31059,37,58,APAC,Male,Standard,3,InDesign,4,12,0.2455,0,1,165.3,177.04,0,0.3036,33,56.3,0,30,0,3,0,annual,0,1,Paid,0,0
31060,25,21,EU,Female,Standard,1,Premiere,1,15,0.3763,0,1,120.63,102.42,0,0.3545,33,69.3,1,2,1,1,0,annual,0,1,Social,0,0
31061,30,38,APAC,Male,Basic,6,Illustrator,1,10,0.339,0,0,16.86,18.81,1,0.1565,28,66.7,1,39,0,2,0,annual,0,1,Paid,0,0
31062,57,120,EU,Female,Standard,3,Premiere,1,15,0.2782,0,1,186.9,231.81,0,0.5303,26,81.2,1,75,1,0,0,monthly,0,1,Organic,0,0
31063,18,22,APAC,Male,Premium,1,Premiere,8,15,0.3675,0,0,102.79,86.64,-1,0.2306,31,64.6,-1,10,0,3,0,monthly,1,1,Organic,0,0
31064,43,3,EU,Female,Basic,5,Photoshop,7,18,0.7282,0,0,34.18,33.77,0,0.2963,30,90.4,0,0,1,2,0,annual,0,1,Paid,0,0
